====================     2021-02-26    ====================8ff694f  Update android binder + ashmem + lowmemorykiller  [kimocoder]
73d2bed  Merge changes  [kimocoder]
59769ef  net/mlx4_en: Remove dependency between timestamping capability and service_task  [Eugenia Emantayev]
f969762  arm/arm64: KVM: Take mmap_sem in stage2_unmap_vm  [Marc Zyngier]
4980629  dm: fix AB-BA deadlock in __dm_destroy()  [Junichi Nomura]
65e1671  pinctrl: imx25: ensure that a pin with id i is at position i in the info array  [Uwe Kleine-König]
42ff62d  Btrfs: avoid syncing log in the fast fsync path when not necessary  [Filipe Manana]
853c772  of/pci: Remove duplicate kfree in of_pci_get_host_bridge_resources()  [Lorenzo Pieralisi]
3fe3781  x86/irq: Check for valid irq descriptor in check_irq_vectors_for_cpu_disable()  [Joerg Roedel]
b94c2d8  rcu: Clear need_qs flag to prevent splat  [Paul E. McKenney]
15d9433  nfs: fix high load average due to callback thread sleeping  [Jeff Layton]
31b3307  rtnl: don't account unused struct ifla_port_vsi in rtnl_port_size  [Daniel Borkmann]
0c7b69c  quota: Fix maximum quota limit settings  [Jan Kara]
cd77d32  clk: rockchip: fix deadlock possibility in cpuclk  [Heiko Stübner]
32f8ca7  ARM: dts: disable CCI on exynos5420 based arndale-octa  [Abhilash Kesavan]
f704e0d  drivers: bus: check cci device tree node status  [Abhilash Kesavan]
81c62b4  perf tools: Fix segfault for symbol annotation on TUI  [Namhyung Kim]
8417542  perf tools: Avoid build splat for syscall numbers with uclibc  [Vineet Gupta]
8e1df2b  perf tools: Fix statfs.f_type data type mismatch build error with uclibc  [Alexey Brodkin]
0c1285b  perf machine: Fix __machine__findnew_thread() error path  [Namhyung Kim]
c6f48b0c  perf/x86/intel: Fix bug for "cycles:p" and "cycles:pp" on SLM  [Kan Liang]
e69b640  perf/rapl: Fix sysfs_show() initialization for RAPL PMU  [Stephane Eranian]
8b7f6f4  tracing: Fix enabling of syscall events on the command line  [Steven Rostedt (Red Hat)]
91a0bd0  fbdev/broadsheetfb: fix memory leak  [Colin Ian King]
d2d2f4d  ARM: at91: board-dt-sama5: add phy_fixup to override NAND_Tree  [Wenyou Yang]
7959ca7  ARM: at91/dt: sam9263: Add missing clocks to lcdc node  [Alexander Stein]
c9be228  ARM: at91: sama5d3: dt: correct the sound route  [Bo Shen]
4a99b9f  ARM: at91/dt: sama5d4: fix the timer reg length  [Bo Shen]
8c41ac4  mcb: mcb-pci: Only remap the 1st 0x200 bytes of BAR 0  [Johannes Thumshirn]
9ef1c52  serial: samsung: Add the support for Exynos5433 SoC  [Chanwoo Choi]
1e3c6a1  Revert "tty: Fix pty master poll() after slave closes v2"  [Peter Hurley]
baa8356  usb: host: ehci-tegra: request deferred probe when failing to get phy  [Vince Hsu]
739467c  uas: disable UAS on Apricorn SATA dongles  [Darrick J. Wong]
94730cc  USB: EHCI: adjust error return code  [Alan Stern]
5dd8612  scsi: ->queue_rq can't sleep  [Christoph Hellwig]
6a81077  arm: dts: Use pmu_system_controller phandle for dp phy  [Vivek Gautam]
dadd9c5  NFSv4: Remove incorrect check in can_open_delegated()  [Trond Myklebust]
65aa7b9  NFS: Ignore transport protocol when detecting server trunking  [Chuck Lever]
f94dcf8  NFSv4/v4.1: Verify the client owner id during trunking detection  [Trond Myklebust]
9e5d465  NFSv4: Cache the NFSv4/v4.1 client owner_id in the struct nfs_client  [Trond Myklebust]
e09ed23  ARM: dra7xx: Fix counter frequency drift for AM572x errata i856  [Lennart Sorensen]
b7cb967  iio: iio: Fix iio_channel_read return if channel havn't info  [Fabien Proriol]
4b4fb5a  phy: phy-ti-pipe3: fix inconsistent enumeration of PCIe gen2 cards  [Vignesh R]
b3cfb4a  phy-sun4i-usb: Change disconnect threshold value for sun6i  [Hans de Goede]
c79255d  usb: dwc2: gadget: kill requests with 'force' in s3c_hsotg_udc_stop()  [Robert Baldyga]
9f5ab36  usb: musb: Fix randconfig build issues for Kconfig options  [Tony Lindgren]
4cbac5c  usb: gadget: f_uac1: access freed memory at f_audio_free_inst  [Peter Chen]
4232bfa  usb: musb: Fix a few off-by-one lengths  [Rasmus Villemoes]
27316b0  ARM: shmobile: r8a7740: Instantiate GIC from C board code in legacy builds  [Geert Uytterhoeven]
a842702  PCI: Mark Atheros AR9580 to avoid bus reset  [Maik Broemme]
ee05af9  pinctrl: at91: fix null pointer dereference  [David Dueck]
c2c280a  Revert "drm/i915: Fix mutex->owner inspection race under DEBUG_MUTEXES"  [Chris Wilson]
5119775  ahci_xgene: Fix the DMA state machine lockup for the ATA_CMD_PACKET PIO mode command.  [Suman Tripathi]
1f9bddd  usb: gadget: gadgetfs: fix an oops in ep_write()  [Dan Carpenter]
a68054c  mmc: sdhci: restore behavior when setting VDD via external regulator  [Jisheng Zhang]
d7e52e5  s390/ftrace/jprobes: Fix conflict between jprobes and function graph tracing  [Jiri Olsa]
45951e9  cxl: Fix issues when unmapping contexts  [Ian Munsie]
b0fb5ad  USB: qcserial: Fix support for HP lt4112 LTE/HSPA+ Gobi 4G Modem  [Bjørn Mork]
05ba8be  s390/kvm: REPLACE barrier fixup with READ_ONCE  [Christian Borntraeger]
9e47cc0  ocfs2: fix journal commit deadlock in ocfs2_convert_inline_data_to_extents  [alex chen]
7dae5f9  dm thin: restore requested 'error_if_no_space' setting on OODS to WRITE transition  [Mike Snitzer]
a83b705  net: cxgb3_main: fix a missing-check bug  [Wenwen Wang]
2d091a1  perf/ring_buffer: Prevent concurent ring buffer access  [Jiri Olsa]
c2b0314  smsc95xx: Check for Wake-on-LAN modes  [Florian Fainelli]
2ece998  smsc75xx: Check for Wake-on-LAN modes  [Florian Fainelli]
4696c43  sr9800: Check for supported Wake-on-LAN modes  [Florian Fainelli]
cd97a3a  ax88179_178a: Check for supported Wake-on-LAN modes  [Florian Fainelli]
8510889  asix: Check for supported Wake-on-LAN modes  [Florian Fainelli]
00377d2  xfrm: validate template mode  [Sean Tranchetti]
4ce46ee  ARM: 8799/1: mm: fix pci_ioremap_io() offset check  [Thomas Petazzoni]
1960e32  cfg80211: reg: Init wiphy_idx in regulatory_hint_core()  [Andrei Otcheretianski]
efaa5d8  xfrm6: call kfree_skb when skb is toobig  [Thadeu Lima de Souza Cascardo]
769dd92  xfrm: Validate address prefix lengths in the xfrm selector.  [Steffen Klassert]
4312e76  powerpc/tm: Avoid possible userspace r1 corruption on reclaim  [Michael Neuling]
75deeacc  powerpc/tm: Fix userspace r13 corruption  [Michael Neuling]
b7e938f  media: af9035: prevent buffer overflow on write  [Jozef Balga]
a339c06  ip6_tunnel: be careful when accessing the inner header  [Paolo Abeni]
748dff9  rtnl: limit IFLA_NUM_TX_QUEUES and IFLA_NUM_RX_QUEUES to 4096  [Eric Dumazet]
dfdf858  net: systemport: Fix wake-up interrupt race during resume  [Florian Fainelli]
b6dac99  net: mvpp2: Extract the correct ethtype from the skb for tx csum offload  [Maxime Chevallier]
a757d73  team: Forbid enslaving team device to itself  [Ido Schimmel]
0800c3d  qlcnic: fix Tx descriptor corruption on 82xx devices  [Shahed Shaikh]
2e05fbf  net/usb: cancel pending work when unbinding smsc75xx  [Yu Zhao]
5987e13  netlabel: check for IPV4MASK in addrinfo_get  [Sean Tranchetti]
88bde0b  net/ipv6: Display all addresses in output of /proc/net/if_inet6  [Jeff Barnhill]
198aa30  ip_tunnel: be careful when accessing the inner header  [Paolo Abeni]
5801449  xhci: Don't print a warning when setting link state for disabled ports  [Mathias Nyman]
309a3d7  i2c: i2c-scmi: fix for i2c_smbus_write_block_data  [Edgar Cherkasov]
51afb2c  mach64: detect the dot clock divider correctly on sparc  [Mikulas Patocka]
669f7bf  stmmac: fix valid numbers of unicast filter entries  [Jongsung Kim]
c52c49e  mfd: omap-usb-host: Fix dts probe of children  [Tony Lindgren]
d4c2d4e  selftests/efivarfs: add required kernel configs  [Lei Yang]
71a45e8  Linux 3.18.124  [Greg Kroah-Hartman]
823592e7  ebtables: arpreply: Add the standard target sanity check  [Gao Feng]
c9da2c1  ubifs: Check for name being NULL while mounting  [Richard Weinberger]
6845760  cgroup: Fix deadlock in cpu hotplug path  [Prateek Sood]
202650d  ext4: avoid running out of journal credits when appending to an inline file  [Theodore Ts'o]
4ed788a  jbd2: don't mark block as modified if the handle is out of credits  [Theodore Ts'o]
0683fd0  ext4: add more inode number paranoia checks  [Theodore Ts'o]
b8e0d76  ext4: never move the system.data xattr out of the inode body  [Theodore Ts'o]
e5f1e49  ext4: always verify the magic number in xattr blocks  [Theodore Ts'o]
319778b  ext4: add corruption check in ext4_xattr_set_entry()  [Theodore Ts'o]
e568d34  ext4: fix false negatives *and* false positives in ext4_check_descriptors()  [Theodore Ts'o]
6fbd758  ext4: always check block group bounds in ext4_init_block_bitmap()  [Theodore Ts'o]
60b3c93  ext4: fix check to prevent initializing reserved inodes  [Theodore Ts'o]
520dc36  ext4: only look at the bg_flags field if it is valid  [Theodore Ts'o]
00406a9  USB: serial: simple: add Motorola Tetra MTP6550 id  [Johan Hovold]
5b96a09  PM / core: Clear the direct_complete flag on errors  [Rafael J. Wysocki]
359c1bb  mac80211: fix setting IEEE80211_KEY_FLAG_RX_MGMT for AP mode keys  [Felix Fietkau]
fe73de26  PCI: Reprogram bridge prefetch registers on resume  [Daniel Drake]
faaa7cd  x86/vdso: Fix vDSO syscall fallback asm constraint regression  [Andy Lutomirski]
70e63c5  x86/vdso: Fix asm constraints on vDSO syscall fallbacks  [Andy Lutomirski]
a7a60d3  fbdev/omapfb: fix omapfb_memory_read infoleak  [Tomi Valkeinen]
72c05f1  proc: restrict kernel stack dumps to root  [Jann Horn]
e8d606cc  mtd: fsl-quadspi: fix macro collision problems with READ/WRITE  [Han Xu]
beab82a  Make file credentials available to the seqfile interfaces  [Linus Torvalds]
4c0e114  dm thin metadata: fix __udivdi3 undefined on 32-bit  [Mike Snitzer]
fcf0123  ocfs2: fix locking for res->tracking and dlm->tracking_list  [Ashish Samant]
a76f8fb  crypto: mxs-dcp - Fix wait logic on chan threads  [Leonard Crestez]
4c807940  smb2: fix missing files in root share directory listing  [Aurelien Aptel]
de4e64b  xen: fix GCC warning and remove duplicate EVTCHN_ROW/EVTCHN_COL usage  [Josh Abraham]
389205c  xen/manage: don't complain about an empty value in control/sysrq node  [Vitaly Kuznetsov]
e8338f7  cifs: read overflow in is_valid_oplock_break()  [Dan Carpenter]
d20fc98  s390/qeth: don't dump past end of unknown HW header  [Julian Wiedmann]
6e2f5dd  r8169: Clear RTL_FLAG_TASK_*_PENDING when clearing RTL_FLAG_TASK_ENABLED  [Kai-Heng Feng]
7afe1ed  hexagon: modify ffs() and fls() to return int  [Randy Dunlap]
bdc7522  arch/hexagon: fix kernel/dma.c build warning  [Randy Dunlap]
24eca9e  dm thin metadata: try to avoid ever aborting transactions  [Joe Thornber]
decd1d4  fs/cifs: suppress a string overflow warning  [Stephen Rothwell]
ea3a236  USB: yurex: Check for truncation in yurex_read()  [Ben Hutchings]
a930411  RDMA/ucma: check fd type in ucma_migrate_id()  [Jann Horn]
7a5689a  mm: madvise(MADV_DODUMP): allow hugetlbfs pages  [Daniel Black]
42ea7bb  tools/vm/page-types.c: fix "defined but not used" warning  [Naoya Horiguchi]
2d4cd80  tools/vm/slabinfo.c: fix sign-compare warning  [Naoya Horiguchi]
56fe2cd  mac80211: shorten the IBSS debug messages  [Emmanuel Grumbach]
4ab7e5b  mac80211: Fix station bandwidth setting after channel switch  [Ilan Peer]
01d0148  mac80211: fix a race between restart and CSA flows  [Emmanuel Grumbach]
c679f6f  fs/cifs: don't translate SFM_SLASH (U+F026) to backslash  [Jon Kuhn]
6d65fa4  net: cadence: Fix a sleep-in-atomic-context bug in macb_halt_tx()  [Jia-Ju Bai]
bc4d829  RAID10 BUG_ON in raise_barrier when force is true and conf->barrier is 0  [Xiao Ni]
72191ae  cfg80211: nl80211_update_ft_ies() to validate NL80211_ATTR_IE  [Arunk Khandavalli]
a1dae6b  gpio: adp5588: Fix sleep-in-atomic-context bug  [Michael Hennerich]
93aaf50  mac80211: correct use of IEEE80211_VHT_CAP_RXSTBC_X  [Danek Duvall]
6841268  KVM: PPC: Book3S HV: Don't truncate HPTE index in xlate function  [Paul Mackerras]
b01ea8b  media: v4l: event: Prevent freeing event subscriptions while accessed  [Sakari Ailus]
ebe51534  arm64: KVM: Sanitize PSTATE.M when being set from userspace  [Marc Zyngier]
757142f  hwmon: (adt7475) Make adt7475_read_word() return errors  [Dan Carpenter]
f4cbbd3  e1000: ensure to free old tx/rx rings in set_ringparam()  [Bo Chen]
77b0b87  e1000: check on netif_running() before calling e1000_up()  [Bo Chen]
a13a738  thermal: of-thermal: disable passive polling when thermal zone is disabled  [Anson Huang]
000f4ca  ext4: verify the depth of extent tree in ext4_find_extent()  [Theodore Ts'o]
43497bb  arm64: KVM: Tighten guest core register access from userspace  [Dave Martin]
2083950  staging: android: ion: fix ION_IOC_{MAP,SHARE} use-after-free  [Greg Hackmann]
b873344  scsi: target: iscsi: Use bin2hex instead of a re-implementation  [Vincent Pelletier]
c80a7d2  USB: remove LPM management from usb_driver_claim_interface()  [Alan Stern]
ee83640  Revert "usb: cdc-wdm: Fix a sleep-in-atomic-context bug in service_outstanding_interrupt()"  [Sebastian Andrzej Siewior]
f9e4133  USB: usbdevfs: restore warning for nonsensical flags  [Oliver Neukum]
cf9a2e5  USB: usbdevfs: sanitize flags more  [Oliver Neukum]
183ed2bf  media: uvcvideo: Support realtek's UVC 1.5 device  [ming_qian]
85e0abc  slub: make ->cpu_partial unsigned int  [Alexey Dobriyan]
189ceb4  USB: handle NULL config in usb_find_alt_setting()  [Alan Stern]
8d2aafe  USB: fix error handling in usb_driver_claim_interface()  [Alan Stern]
fe73a6ff  spi: rspi: Fix interrupted DMA transfers  [Geert Uytterhoeven]
26476ee  spi: sh-msiof: Fix handling of write value for SISTR register  [Hiromitsu Yamasaki]
edf1b8c  spi: tegra20-slink: explicitly enable/disable clock  [Marcel Ziswiler]
f7760c0  serial: cpm_uart: return immediately from console poll  [Christophe Leroy]
854e957  floppy: Do not copy a kernel pointer to user memory in FDGETPRM ioctl  [Andy Whitcroft]
ed439b1  nfsd: fix corrupted reply to badly ordered compound  [J. Bruce Fields]
7980e7a  module: exclude SHN_UNDEF symbols from kallsyms api  [Jessica Yu]
90f85b8  ASoC: dapm: Fix potential DAI widget pointer deref when linking DAIs  [Liam Girdwood]
a123a95  scsi: bnx2i: add error handling for ioremap_nocache  [Zhouyang Jia]
234b8d8  HID: hid-ntrig: add error handling for sysfs_create_group  [Zhouyang Jia]
e3b8e8e  ARM: mvebu: declare asm symbols as character arrays in pmsu.c  [Ethan Tuttle]
701be93  wlcore: Add missing PM call for wlcore_cmd_wait_for_event_or_timeout()  [Tony Lindgren]
c84dd59  rndis_wlan: potential buffer overflow in rndis_wlan_auth_indication()  [Dan Carpenter]
b11b45b  ALSA: hda: Add AZX_DCAPS_PM_RUNTIME for AMD Raven Ridge  [Kai-Heng Feng]
bc91e96  media: tm6000: add error handling for dvb_register_adapter  [Zhouyang Jia]
575a588  drivers/tty: add error handling for pcmcia_loop_config  [Zhouyang Jia]
07072b2  staging: android: ashmem: Fix mmap size validation  [Alistair Strachan]
546f6f3  media: soc_camera: ov772x: correct setting of banding filter  [Akinobu Mita]
eac81c5  media: s3c-camif: ignore -ENOIOCTLCMD from v4l2_subdev_call for s_power  [Akinobu Mita]
1a1774f  ALSA: snd-aoa: add of_node_put() in error path  [Nicholas Mc Guire]
6f503e6  s390/extmem: fix gcc 8 stringop-overflow warning  [Vasily Gorbik]
4e16cf5  alarmtimer: Prevent overflow for relative nanosleep  [Thomas Gleixner]
0231aa6  usb: wusbcore: security: cast sizeof to int for comparison  [Julia Lawall]
5ecf1e1  scsi: ibmvscsi: Improve strings handling  [Breno Leitao]
3568fec  scsi: target/iscsi: Make iscsit_ta_authentication() respect the output buffer size  [Bart Van Assche]
29446db  x86/tsc: Add missing header to tsc_msr.c  [Andy Shevchenko]
f2ab884  powerpc/kdump: Handle crashkernel memory reservation failure  [Hari Bathini]
0f69ad6  media: exynos4-is: Prevent NULL pointer dereference in __isp_video_try_fmt()  [Sylwester Nawrocki]
292e6e1  USB: serial: kobil_sct: fix modem-status error handling  [Johan Hovold]
3984135  uwb: hwa-rc: fix memory leak at probe  [Anton Vasilyev]
1ce66e5  x86/numa_emulation: Fix emulated-to-physical node mapping  [Dan Williams]
2cb9761  tsl2550: fix lux1_input error in low light  [Matt Ranostay]
d62a9a6  crypto: skcipher - Fix -Wstringop-truncation warnings  [Stafford Horne]
612f0e0  HID: sony: Support DS4 dongle  [Roderick Colenbrander]
feef3ac  HID: sony: Update device ids  [Roderick Colenbrander]
d5c5a26  arm64: Add trace_hardirqs_off annotation in ret_to_user  [Catalin Marinas]
b2c87fd  ext4: don't mark mmp buffer head dirty  [Li Dongyang]
7fcf008  ext4: fix online resize's handling of a too-small final block group  [Theodore Ts'o]
5aa0fbb  ext4: recalucate superblock checksum after updating free blocks/inodes  [Theodore Ts'o]
01294ea  ext4: avoid divide by zero fault when deleting corrupted inline directories  [Theodore Ts'o]
43d325b  ocfs2: fix ocfs2 read block panic  [Junxiao Bi]
d175ee0  scsi: target: iscsi: Use hex2bin instead of a re-implementation  [Vincent Pelletier]
33bfa7e  ipv6: fix possible use-after-free in ip6_xmit()  [Eric Dumazet]
96f8049  neighbour: confirm neigh entries when ARP packet is received  [Vasily Khoruzhick]
8df6e26  net: hp100: fix always-true check for link up state  [Colin Ian King]
dee11d8  net/appletalk: fix minor pointer leak to userspace in SIOCFINDIPDDPRT  [Willy Tarreau]
7e328d6a  gso_segment: Reset skb->mac_len after modifying network header  [Toke Høiland-Jørgensen]
045a6ed  mm: shmem.c: Correctly annotate new inodes for lockdep  [Joel Fernandes (Google)]
dd29417  ring-buffer: Allow for rescheduling when removing pages  [Vaibhav Nagarnaik]
0e5123f  ALSA: emu10k1: fix possible info leak to userspace on SNDRV_EMU10K1_IOCTL_INFO  [Willy Tarreau]
2e601d8  ALSA: bebob: use address returned by kmalloc() instead of kernel stack for streaming DMA mapping  [Takashi Sakamoto]
288336a  ASoC: cs4265: fix MMTLR Data switch control  [Sébastien Szymanski]
128eb4f  Merge big set of USB support  [kimocoder]
c72c9e5  Few fixes after merge from v3.18.120 -> v3.18.123 kernel  [kimocoder]
1523854  Linux 3.18.123  [Greg Kroah-Hartman]
d8093eb  USB: serial: ti_usb_3410_5052: fix array underflow in completion handler  [Johan Hovold]
0ea6824  drm/panel: type promotion bug in s6e8aa0_read_mtp_id()  [Dan Carpenter]
be4f0ee  ALSA: pcm: Fix snd_interval_refine first/last with open min/max  [Timo Wischer]
b475efe  rtc: bq4802: add error handling for devm_ioremap  [Zhouyang Jia]
1ee7834  parport: sunbpp: fix error return code  [Julia Lawall]
7db70e4  ARM: hisi: check of_iomap and fix missing of_node_put  [Nicholas Mc Guire]
babe029  ARM: hisi: handle of_iomap and fix missing of_node_put  [Nicholas Mc Guire]
ec815b7  MIPS: loongson64: cs5536: Fix PCI_OHCI_INT_REG reads  [Paul Burton]
f136e3c  mtdchar: fix overflows in adjustment of `count`  [Jann Horn]
e664c38  audit: fix use-after-free in audit_add_watch  [Ronny Chevalier]
312e67c  binfmt_elf: Respect error return from `regset->active'  [Maciej W. Rozycki]
c5b75c1  CIFS: fix wrapping bugs in num_entries()  [Dan Carpenter]
5f2cd17  cifs: prevent integer overflow in nxt_dir_entry()  [Dan Carpenter]
a9866fb  usb: cdc-wdm: Fix a sleep-in-atomic-context bug in service_outstanding_interrupt()  [Jia-Ju Bai]
ae978a7  USB: yurex: Fix buffer over-read in yurex_write()  [Ben Hutchings]
49ac419  usb: misc: uss720: Fix two sleep-in-atomic-context bugs  [Jia-Ju Bai]
044f0465  USB: serial: io_ti: fix array underflow in completion handler  [Johan Hovold]
6bc1035  usb: host: u132-hcd: Fix a sleep-in-atomic-context bug in u132_get_frame()  [Jia-Ju Bai]
ee78add  usb: Avoid use-after-free by flushing endpoints early in usb_set_interface()  [Mathias Nyman]
72cd981  USB: Add quirk to support DJI CineSSD  [Tim Anderson]
68ec9f4  usb: Don't die twice if PCI xhci host is not responding in resume  [Mathias Nyman]
9ffa9dc  Tools: hv: Fix a bug in the key delete code  [K. Y. Srinivasan]
8e74a79  IB/ipoib: Avoid a race condition between start_xmit and cm_rep_handler  [Aaron Knister]
349538d  xen/netfront: fix waiting for xenbus state change  [Juergen Gross]
80dcb39  pstore: Fix incorrect persistent ram buffer mapping  [Bin Yang]
2811238  RDMA/cma: Protect cma dev list with lock  [Parav Pandit]
42105af  platform/x86: toshiba_acpi: Fix defined but not used build warnings  [Randy Dunlap]
4c14f40  s390/qeth: reset layer2 attribute on layer switch  [Julian Wiedmann]
ccf4762  s390/qeth: fix race in used-buffer accounting  [Julian Wiedmann]
60480c7  mac80211: restrict delayed tailroom needed decrement  [Manikanta Pubbisetty]
dfab3c7  powerpc/powernv: opal_put_chars partial write fix  [Nicholas Piggin]
7a94e3c  perf powerpc: Fix callchain ip filtering  [Sandipan Das]
68d18fb  fbdev: Distinguish between interlaced and progressive modes  [Fredrik Noring]
6215163  perf powerpc: Fix callchain ip filtering when return address is in a register  [Sandipan Das]
0b7885c  fbdev/via: fix defined but not used warning  [Randy Dunlap]
a340af8  video: goldfishfb: fix memory leak on driver remove  [Anton Vasilyev]
488c2be  fbdev: omapfb: off by one in omapfb_register_client()  [Dan Carpenter]
6887e30  mtd/maps: fix solutionengine.c printk format warnings  [Randy Dunlap]
20921be  MIPS: ath79: fix system restart  [Felix Fietkau]
35195af  gfs2: Special-case rindex for gfs2_grow  [Andreas Gruenbacher]
a80af21  xfrm: fix 'passing zero to ERR_PTR()' warning  [YueHaibing]
d9c8117  ALSA: usb-audio: Fix multiple definitions in AU0828_DEVICE() macro  [Takashi Iwai]
08eb623  ALSA: msnd: Fix the default sample sizes  [Takashi Iwai]
2c24492  mm: get rid of vmacache_flush_all() entirely  [Linus Torvalds]
6497cf6  netfilter: x_tables: avoid stack-out-of-bounds read in xt_copy_counters_from_user  [Eric Dumazet]
ca6e457  xhci: Fix use-after-free in xhci_free_virt_device  [Mathias Nyman]
bde5a60  MIPS: WARN_ON invalid DMA cache maintenance, not BUG_ON  [Paul Burton]
47e4bdb  f2fs: fix to do sanity check with {sit,nat}_ver_bitmap_bytesize  [Chao Yu]
a72346e  mfd: ti_am335x_tscadc: Fix struct clk memory leak  [Zumeng Chen]
9a3aed7  partitions/aix: fix usage of uninitialized lv_info and lvname structures  [Mauricio Faria de Oliveira]
fbd38e9  partitions/aix: append null character to print data from disk  [Mauricio Faria de Oliveira]
d18b51b  net: dcb: For wild-card lookups, use priority -1, not 0  [Petr Machata]
bd3363d  net: mvneta: fix mtu change on port without link  [Yelena Krivosheev]
b8a9adc  gpio: ml-ioh: Fix buffer underwrite on probe error path  [Anton Vasilyev]
769d251  x86/mm: Remove in_nmi() warning from vmalloc_fault()  [Joerg Roedel]
03a3b25  Bluetooth: hidp: Fix handling of strncpy for hid->name information  [Marcel Holtmann]
6203414  scsi: 3ware: fix return 0 on the error path of probe  [Anton Vasilyev]
7c53299  ata: libahci: Correct setting of DEVSLP register  [Srinivas Pandruvada]
c258a00  MIPS: Fix ISA virt/bus conversion for non-zero PHYS_OFFSET  [Paul Burton]
17a0c66  ath10k: prevent active scans on potential unusable channels  [Sven Eckelmann]
dc6d04d  macintosh/via-pmu: Add missing mmio accessors  [Finn Thain]
7ae700a  tty: rocket: Fix possible buffer overwrite on register_PCI  [Anton Vasilyev]
a803be9  uio: potential double frees if __uio_register_device() fails  [Dan Carpenter]
8ce7d80  md/raid5: fix data corruption of replacements after originals dropped  [BingJing Chang]
0374b55  scsi: target: fix __transport_register_session locking  [Mike Christie]
529b9bf  Bluetooth: h5: Fix missing dependency on BT_HCIUART_SERDEV  [Johan Hedberg]
4a3acbe  staging/rts5208: Fix read overflow in memcpy  [Daniel Micay]
dd47a9f  staging: rt5208: Fix a sleep-in-atomic bug in xd_copy_page  [Jia-Ju Bai]
1391e2a3  kthread: fix boot hang (regression) on MIPS/OpenRISC  [Vegard Nossum]
f15226b  kthread: Fix use-after-free if kthread fork fails  [Vegard Nossum]
aa5eaf1  cfq: Give a chance for arming slice idle timer in case of group_idle  [Ritesh Harjani]
39764c8  i2c: xiic: Make the start and the byte count write atomic  [Shubhrajyoti Datta]
236f7f9  ASoC: wm8994: Fix missing break in switch  [Gustavo A. R. Silva]
6270ec8  Fixes: Commit 86af955d02bb ("mm: numa: avoid waiting on freed migrated pages")  [Chas Williams]
44292f5  enic: do not call enic_change_mtu in enic_probe  [Govindarajulu Varadarajan]
4f27496  irda: Only insert new objects into the global database via setsockopt  [Tyler Hicks]
41c1ec9  irda: Fix memory leak caused by repeated binds of irda socket  [Tyler Hicks]
9a6e6c5  kbuild: make missing $DEPMOD a Warning instead of an Error  [Randy Dunlap]
b77dab2  debugobjects: Make stack check warning more informative  [Joel Fernandes (Google)]
09f6cd6  btrfs: Don't remove block group that still has pinned down bytes  [Qu Wenruo]
c1200a8  btrfs: relocation: Only remove reloc rb_trees if reloc control has been initialized  [Qu Wenruo]
2d0c335  btrfs: replace: Reset on-disk dev stats value after replace  [Misono Tomohiro]
7e8f8c5  powerpc/pseries: Avoid using the size greater than RTAS_ERROR_LOG_MAX.  [Mahesh Salgaonkar]
f1a6848  SMB3: Number of requests sent should be displayed for SMB3 not just CIFS  [Steve French]
d0a45c5  smb3: fix reset of bytes read and written stats  [Steve French]
2721bce  selftests/powerpc: Kill child processes on SIGINT  [Breno Leitao]
e62147f  staging: comedi: ni_mio_common: fix subdevice flags for PFI subdevice  [Ian Abbott]
67d043e  dm kcopyd: avoid softlockup in run_complete_job  [John Pittman]
d38a671  PCI: mvebu: Fix I/O space end address calculation  [Thomas Petazzoni]
1d8b843  scsi: aic94xx: fix an error code in aic94xx_init()  [Dan Carpenter]
a7a763d  s390/dasd: fix hanging offline processing due to canceled worker  [Stefan Haberland]
ea1fbd2  powerpc: Fix size calculation using resource_size()  [Dan Carpenter]
3d8a8ad  net/9p: fix error path of p9_virtio_probe  [Jean-Philippe Brucker]
42e212b  platform/x86: asus-nb-wmi: Add keymap entry for lid flip action on UX360  [Aleh Filipovich]
7787af0  mfd: sm501: Set coherent_dma_mask when creating subdevices  [Guenter Roeck]
8108d94  ipvs: fix race between ip_vs_conn_new() and ip_vs_del_dest()  [Tan Hu]
7fb6431  mm/fadvise.c: fix signed overflow UBSAN complaint  [Andrey Ryabinin]
e3cc6dc  scripts: modpost: check memory allocation results  [Randy Dunlap]
8b034a3  fat: validate ->i_start before using  [OGAWA Hirofumi]
e17e258  reiserfs: change j_timestamp type to time64_t  [Arnd Bergmann]
4a7e8a0  fork: don't copy inconsistent signal handler state to child  [Jann Horn]
21739b4  hfs: prevent crash on exit from failed search  [Ernesto A. Fernández]
062e662  hfsplus: don't return 0 when fill_super() failed  [Tetsuo Handa]
a188ad4  cifs: check if SMB2 PDU size has been padded and suppress the warning  [Ronnie Sahlberg]
70c4863  Linux 3.18.122  [Greg Kroah-Hartman]
58dcce7  bcache: release dc->writeback_lock properly in bch_writeback_thread()  [Shan Hai]
b09d17a  getxattr: use correct xattr length  [Christian Brauner]
a7c2a0b19  udlfb: set optimal write delay  [Mikulas Patocka]
6aa54f1  fb: fix lost console when the user unplugs a USB adapter  [Mikulas Patocka]
a8b23e2  pwm: tiehrpwm: Fix disabling of output of PWMs  [Vignesh R]
5b868ab  ubifs: Fix synced_i_size calculation for xattr inodes  [Richard Weinberger]
8902c0e  Revert "UBIFS: Fix potential integer overflow in allocation"  [Richard Weinberger]
6d821e2  ubifs: Fix memory leak in lprobs self-check  [Richard Weinberger]
eb0160a  userns: move user access out of the mutex  [Jann Horn]
